id,user_id,source_latitude,source_longitude,source_address,destination_latitude,destination_longitude,destination_address,earliest_departure_time,latest_arrival_time,max_walking_duration_minutes,number_of_riders,same_gender,user_gender,dataset_id
dsalex_5k_osrm-req-004856,dsalex_5k_osrm-user-3009,31.1945699,29.9159078,,31.2201427,29.988831,,2025-09-15T17:01:51+00:00,2025-09-15T17:23:21.900000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004857,dsalex_5k_osrm-user-5605,31.1911004,29.9029881,,31.2191437,29.98869,,2025-09-15T16:40:07+00:00,2025-09-15T17:26:09.700000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004858,dsalex_5k_osrm-user-8908,31.2705914,29.9952785,,31.1890102,29.9016228,,2025-09-15T17:04:39+00:00,2025-09-15T17:25:57.900000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004859,dsalex_5k_osrm-user-9453,31.310019747555412,30.065297450309295,,31.1938939,29.8982808,,2025-09-15T16:50:35+00:00,2025-09-15T17:43:25.800000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004860,dsalex_5k_osrm-user-4433,31.207178324977995,29.91201846647918,,31.2524763,29.9940368,,2025-09-15T17:00:38+00:00,2025-09-15T17:30:39.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004861,dsalex_5k_osrm-user-8157,31.21233406323474,29.88434128600764,,31.2173182,29.9299228,,2025-09-15T16:51:00+00:00,2025-09-15T17:15:47.600000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004862,dsalex_5k_osrm-user-3619,31.238684,29.9632845,,31.2074313,29.9402103,,2025-09-15T16:46:17+00:00,2025-09-15T17:17:18.900000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004863,dsalex_5k_osrm-user-7000,31.2124001,29.9440001,,31.19365965296855,29.896921061706674,,2025-09-15T16:49:39+00:00,2025-09-15T17:16:14.100000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004864,dsalex_5k_osrm-user-2256,31.304292,30.0623411,,31.2614711,30.0092072,,2025-09-15T16:47:15+00:00,2025-09-15T17:24:55.300000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004865,dsalex_5k_osrm-user-8576,31.296259219498374,30.07242569602325,,31.22598666124269,29.93886097022571,,2025-09-15T16:43:22+00:00,2025-09-15T17:31:03.200000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004866,dsalex_5k_osrm-user-8935,31.2069961,29.8822521,,31.2353988,29.9628362,,2025-09-15T16:51:26+00:00,2025-09-15T17:17:19.100000+00:00,5,3,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004867,dsalex_5k_osrm-user-3516,31.2449607,29.9655085,,31.2706043,30.0093568,,2025-09-15T16:59:16+00:00,2025-09-15T17:21:56.700000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004868,dsalex_5k_osrm-user-4915,31.2251423,29.9525925,,31.2367767,29.9885404,,2025-09-15T16:54:15+00:00,2025-09-15T17:15:38.700000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004869,dsalex_5k_osrm-user-4704,31.2469657,29.9921202,,31.1960493,29.9269519,,2025-09-15T16:43:49+00:00,2025-09-15T17:25:23.800000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004870,dsalex_5k_osrm-user-8729,31.200857,29.9054701,,31.2422933,30.0038543,,2025-09-15T17:00:10+00:00,2025-09-15T17:33:31.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004871,dsalex_5k_osrm-user-6576,31.1938154,29.9115578,,31.2132683,29.9603458,,2025-09-15T16:47:18+00:00,2025-09-15T17:18:54.200000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004872,dsalex_5k_osrm-user-7725,31.2100841,29.9136486,,31.219532505637677,29.969914569822894,,2025-09-15T16:57:44+00:00,2025-09-15T17:26:47.300000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004873,dsalex_5k_osrm-user-1474,31.1960589,29.9203513,,31.220116756018314,29.969512406775053,,2025-09-15T16:43:07+00:00,2025-09-15T17:20:37.200000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004874,dsalex_5k_osrm-user-3783,31.27945343613325,30.02287662324554,,31.2219895,29.9793908,,2025-09-15T16:56:27+00:00,2025-09-15T17:29:09.600000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004875,dsalex_5k_osrm-user-6965,31.209586010065212,29.947543735527972,,31.2720827,30.0047819,,2025-09-15T17:10:38+00:00,2025-09-15T17:28:51.300000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004876,dsalex_5k_osrm-user-7885,31.27650249511168,30.01863922130246,,31.2989976,30.0556782,,2025-09-15T16:55:57+00:00,2025-09-15T17:14:19.500000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004877,dsalex_5k_osrm-user-7700,31.198363,29.9076949,,31.2483678,29.9846263,,2025-09-15T16:53:59+00:00,2025-09-15T17:21:15.100000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004878,dsalex_5k_osrm-user-5053,31.2372883,29.957892,,31.1921266,29.9009275,,2025-09-15T16:55:32+00:00,2025-09-15T17:21:10.700000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004879,dsalex_5k_osrm-user-5919,31.2211084,29.9321321,,31.2557827,29.9995154,,2025-09-15T16:54:23+00:00,2025-09-15T17:19:23.900000+00:00,10,3,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004880,dsalex_5k_osrm-user-9568,31.2403246,29.9658237,,31.2034199,29.8853512,,2025-09-15T16:49:39+00:00,2025-09-15T17:19:40.800000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004881,dsalex_5k_osrm-user-5561,31.19184748626183,29.89718017963844,,31.2801449,30.0162827,,2025-09-15T16:47:11+00:00,2025-09-15T17:24:26.100000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004882,dsalex_5k_osrm-user-6109,31.304292,30.0623411,,31.226611076506,29.96857598928922,,2025-09-15T16:52:10+00:00,2025-09-15T17:31:30.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004883,dsalex_5k_osrm-user-8144,31.2085873,29.88147,,31.2461612,29.9785405,,2025-09-15T16:58:24+00:00,2025-09-15T17:24:36.700000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004884,dsalex_5k_osrm-user-8043,31.200857,29.9054701,,31.23174529026904,29.982626634805463,,2025-09-15T16:50:47+00:00,2025-09-15T17:20:45.600000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004885,dsalex_5k_osrm-user-1391,31.197680688828186,29.89610280922154,,31.2349537,29.9858919,,2025-09-15T16:55:01+00:00,2025-09-15T17:29:55.700000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004886,dsalex_5k_osrm-user-7044,31.2007051,29.9000882,,31.1964721,29.9219854,,2025-09-15T16:50:28+00:00,2025-09-15T17:20:01.200000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004887,dsalex_5k_osrm-user-7213,31.2068073,29.9268143,,31.2632783,30.0239067,,2025-09-15T16:44:13+00:00,2025-09-15T17:33:32.200000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004888,dsalex_5k_osrm-user-1940,31.2291131,29.9537096,,31.286180934518836,30.023976493222165,,2025-09-15T16:48:28+00:00,2025-09-15T17:21:26.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004889,dsalex_5k_osrm-user-4240,31.1923271,29.9137596,,31.2687711,30.0094705,,2025-09-15T16:57:42+00:00,2025-09-15T17:33:15+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004890,dsalex_5k_osrm-user-6057,31.305841757472766,30.063970858745964,,31.23224,29.9813184,,2025-09-15T16:56:55+00:00,2025-09-15T17:30:36.700000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004891,dsalex_5k_osrm-user-6471,31.2337129,29.9520648,,31.1970337,29.9368228,,2025-09-15T16:55:20+00:00,2025-09-15T17:22:29+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004892,dsalex_5k_osrm-user-5951,31.2126399,29.9441405,,31.2551322,30.0026695,,2025-09-15T16:52:15+00:00,2025-09-15T17:20:06.500000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004893,dsalex_5k_osrm-user-9133,31.1998916,29.8961874,,31.2429736,29.9850449,,2025-09-15T16:58:54+00:00,2025-09-15T17:24:32.900000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004894,dsalex_5k_osrm-user-8392,31.2154119,29.9224286,,31.2230935,29.9649461,,2025-09-15T16:55:20+00:00,2025-09-15T17:22:33.200000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004895,dsalex_5k_osrm-user-6728,31.2370413,29.9576749,,31.2691563,30.0189239,,2025-09-15T17:00:40+00:00,2025-09-15T17:28:12.100000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004896,dsalex_5k_osrm-user-6901,31.2449708,29.9664146,,31.20300986425764,29.937596227099593,,2025-09-15T16:54:40+00:00,2025-09-15T17:20:36+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004897,dsalex_5k_osrm-user-3804,31.2125623,29.9445404,,31.2327261,29.9789798,,2025-09-15T16:45:52+00:00,2025-09-15T17:15:39.300000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004898,dsalex_5k_osrm-user-1972,31.1972814,29.9049055,,31.227463021019595,29.964618022645425,,2025-09-15T16:59:58+00:00,2025-09-15T17:27:41.900000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004899,dsalex_5k_osrm-user-5687,31.2007209,29.9137899,,31.2721178,30.0137171,,2025-09-15T16:52:10+00:00,2025-09-15T17:26:15.300000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004900,dsalex_5k_osrm-user-7698,31.19896,29.9087646,,31.2729413,30.0132,,2025-09-15T16:58:54+00:00,2025-09-15T17:32:00+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004901,dsalex_5k_osrm-user-2476,31.1999709,29.9123312,,31.2648163,29.9961613,,2025-09-15T16:54:01+00:00,2025-09-15T17:22:40.800000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004902,dsalex_5k_osrm-user-7400,31.197680688828186,29.89610280922154,,31.2729826,30.0051977,,2025-09-15T16:55:17+00:00,2025-09-15T17:25:29.300000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004903,dsalex_5k_osrm-user-7139,31.22237082811741,29.939242809743227,,31.2634956,30.0055855,,2025-09-15T16:50:07+00:00,2025-09-15T17:13:55+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004904,dsalex_5k_osrm-user-9037,31.2068073,29.9268143,,31.2464269,30.0159518,,2025-09-15T16:46:27+00:00,2025-09-15T17:25:55.300000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004905,dsalex_5k_osrm-user-8048,31.24112855909341,29.96438683077276,,31.2067889,29.9398078,,2025-09-15T16:43:01+00:00,2025-09-15T17:19:59.800000+00:00,10,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004906,dsalex_5k_osrm-user-3797,31.2357888,29.9623625,,31.277478,30.0164509,,2025-09-15T16:59:56+00:00,2025-09-15T17:23:32.100000+00:00,10,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004907,dsalex_5k_osrm-user-6936,31.2379626,29.9545486,,31.2453364,30.0060567,,2025-09-15T16:46:11+00:00,2025-09-15T17:15:20.200000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004908,dsalex_5k_osrm-user-1828,31.1987524,29.9177963,,31.286387526687708,30.01170172940413,,2025-09-15T16:52:18+00:00,2025-09-15T17:27:01.300000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004909,dsalex_5k_osrm-user-5672,31.2018734,29.9104184,,31.2208563,29.9797033,,2025-09-15T16:44:04+00:00,2025-09-15T17:24:57.900000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004910,dsalex_5k_osrm-user-2402,31.24994889522049,30.002004158397845,,31.2320297,29.9591046,,2025-09-15T16:54:29+00:00,2025-09-15T17:23:16.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004911,dsalex_5k_osrm-user-3445,31.2691233,30.0218604,,31.2386235,29.9804939,,2025-09-15T16:58:03+00:00,2025-09-15T17:22:42.900000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004912,dsalex_5k_osrm-user-6594,31.2482446,29.9682878,,31.2716678,30.0082077,,2025-09-15T16:48:17+00:00,2025-09-15T17:13:23.700000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004913,dsalex_5k_osrm-user-1669,31.1949882,29.9168071,,31.2580068,29.9831164,,2025-09-15T16:50:08+00:00,2025-09-15T17:27:19.900000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004914,dsalex_5k_osrm-user-6122,31.2038459,29.9077741,,31.3228907,30.0630838,,2025-09-15T16:56:09+00:00,2025-09-15T17:32:21.400000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004915,dsalex_5k_osrm-user-5657,31.2168583,29.941556,,31.2776124,30.0189449,,2025-09-15T16:47:20+00:00,2025-09-15T17:26:46.100000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004916,dsalex_5k_osrm-user-6112,31.304292,30.0623411,,31.2199027,29.9796584,,2025-09-15T16:48:23+00:00,2025-09-15T17:35:06.800000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004917,dsalex_5k_osrm-user-9879,31.1952169,29.9125867,,31.2785383,30.0436914,,2025-09-15T16:51:06+00:00,2025-09-15T17:28:45.700000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004918,dsalex_5k_osrm-user-8620,31.21615505,29.94637355,,31.3190535,30.0583488,,2025-09-15T16:49:18+00:00,2025-09-15T17:30:04.500000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004919,dsalex_5k_osrm-user-4570,31.2504795,29.9753602,,31.1879363,29.9013224,,2025-09-15T16:52:52+00:00,2025-09-15T17:23:16.400000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004920,dsalex_5k_osrm-user-2720,31.2340634,29.9626802,,31.1901052,29.916838,,2025-09-15T17:00:09+00:00,2025-09-15T17:26:31.300000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004921,dsalex_5k_osrm-user-3062,31.2695196,29.9982033,,31.221446730393065,29.97548683718986,,2025-09-15T16:52:06+00:00,2025-09-15T17:18:01.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004922,dsalex_5k_osrm-user-9880,31.207396912527827,29.919042094714783,,31.2324139,29.9784398,,2025-09-15T16:50:34+00:00,2025-09-15T17:20:37.800000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004923,dsalex_5k_osrm-user-4142,31.206813,29.9116057,,31.2588185,29.9832103,,2025-09-15T16:51:34+00:00,2025-09-15T17:15:31.800000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004924,dsalex_5k_osrm-user-9260,31.2115555,29.9377817,,31.2361258,29.9910088,,2025-09-15T16:49:28+00:00,2025-09-15T17:25:40.800000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004925,dsalex_5k_osrm-user-6190,31.19702621958377,29.89758676364007,,31.2410805,29.9816921,,2025-09-15T16:53:07+00:00,2025-09-15T17:25:28.400000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004926,dsalex_5k_osrm-user-7619,31.2288161,29.9513698,,31.2064511,29.9296789,,2025-09-15T16:54:43+00:00,2025-09-15T17:16:11.900000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004927,dsalex_5k_osrm-user-9655,31.223628673648378,29.93988352065657,,31.2689927,29.9984336,,2025-09-15T16:51:29+00:00,2025-09-15T17:13:45.700000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004928,dsalex_5k_osrm-user-4359,31.2118911,29.940015,,31.2292426,29.9771522,,2025-09-15T17:04:47+00:00,2025-09-15T17:17:46.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004929,dsalex_5k_osrm-user-2073,31.198781397852237,29.91233088188476,,31.285738121126286,30.024217408134582,,2025-09-15T16:58:39+00:00,2025-09-15T17:32:57.700000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004930,dsalex_5k_osrm-user-5403,31.1973383,29.8982311,,31.2385098,29.9740103,,2025-09-15T16:49:09+00:00,2025-09-15T17:22:03.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004931,dsalex_5k_osrm-user-7196,31.2168739,29.9422849,,31.2817521,30.0550646,,2025-09-15T16:56:23+00:00,2025-09-15T17:32:51.200000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004932,dsalex_5k_osrm-user-4553,31.2403292,29.9971148,,31.1853328,29.901432,,2025-09-15T16:58:19+00:00,2025-09-15T17:34:52.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004933,dsalex_5k_osrm-user-6813,31.1892701,29.9067552,,31.220194812530448,29.989056250148757,,2025-09-15T16:50:02+00:00,2025-09-15T17:25:01.900000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004934,dsalex_5k_osrm-user-6268,31.2082825,29.9146634,,31.2670597,29.9910195,,2025-09-15T16:48:03+00:00,2025-09-15T17:17:05.400000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004935,dsalex_5k_osrm-user-2444,31.2063166,29.9333478,,31.294663,30.0552423,,2025-09-15T16:51:56+00:00,2025-09-15T17:27:01.700000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004936,dsalex_5k_osrm-user-7263,31.19462878241165,29.896962445026517,,31.2483757,29.9834657,,2025-09-15T16:57:13+00:00,2025-09-15T17:26:06.100000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004937,dsalex_5k_osrm-user-8846,31.2158369,29.941974,,31.219363063184844,29.975236483717364,,2025-09-15T16:53:03+00:00,2025-09-15T17:22:50.600000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004938,dsalex_5k_osrm-user-5750,31.21615505,29.94637355,,31.1841846,29.901023,,2025-09-15T16:55:09+00:00,2025-09-15T17:21:49+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004939,dsalex_5k_osrm-user-4401,31.1989523,29.8907029,,31.2293916,30.0005639,,2025-09-15T16:52:16+00:00,2025-09-15T17:27:42+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004940,dsalex_5k_osrm-user-1832,31.2473108,29.979356,,31.2192402,29.9368051,,2025-09-15T16:41:00+00:00,2025-09-15T17:20:53+00:00,5,3,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004941,dsalex_5k_osrm-user-5585,31.2398692,29.9652163,,31.218933,29.929841,,2025-09-15T16:54:33+00:00,2025-09-15T17:17:35.200000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004942,dsalex_5k_osrm-user-3975,31.21536828780001,29.92711575812953,,31.2672091,30.0014803,,2025-09-15T16:57:00+00:00,2025-09-15T17:22:25.400000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004943,dsalex_5k_osrm-user-1521,31.2412802,29.9980108,,31.1932209,29.8963901,,2025-09-15T16:56:27+00:00,2025-09-15T17:31:13.500000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-004944,dsalex_5k_osrm-user-9282,31.204361861430964,29.926306565696628,,31.2257205,29.9714793,,2025-09-15T16:40:15+00:00,2025-09-15T17:21:17.100000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004945,dsalex_5k_osrm-user-9238,31.2399255,29.9557917,,31.1862191,29.8974729,,2025-09-15T16:56:35+00:00,2025-09-15T17:22:41.400000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004946,dsalex_5k_osrm-user-6941,31.19690370676513,29.897966588274837,,31.22729722675809,29.952859465323957,,2025-09-15T16:50:24+00:00,2025-09-15T17:18:39.100000+00:00,10,3,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004947,dsalex_5k_osrm-user-1376,31.1956499,29.9000244,,31.2686795,29.9974274,,2025-09-15T16:52:25+00:00,2025-09-15T17:20:04+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004948,dsalex_5k_osrm-user-5120,31.1910639,29.9085547,,31.2664487,29.9985445,,2025-09-15T16:53:03+00:00,2025-09-15T17:25:11.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004949,dsalex_5k_osrm-user-2839,31.2301461,29.9497378,,31.1971696,29.9368449,,2025-09-15T16:53:58+00:00,2025-09-15T17:18:40.200000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004950,dsalex_5k_osrm-user-6405,31.2517333,29.9713664,,31.2607762,30.0071979,,2025-09-15T16:50:02+00:00,2025-09-15T17:17:01.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004951,dsalex_5k_osrm-user-5964,31.2086119,29.8822714,,31.2394569,29.98431,,2025-09-15T17:10:46+00:00,2025-09-15T17:29:07.100000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004952,dsalex_5k_osrm-user-1146,31.2001856,29.8983959,,31.2039769,29.9311037,,2025-09-15T16:52:03+00:00,2025-09-15T17:12:42.100000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004953,dsalex_5k_osrm-user-3767,31.2262614,29.9495939,,31.193248435681365,29.897543165514396,,2025-09-15T16:56:23+00:00,2025-09-15T17:20:41.600000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004954,dsalex_5k_osrm-user-8649,31.2018734,29.9104184,,31.2372553,29.9870335,,2025-09-15T16:50:34+00:00,2025-09-15T17:23:09.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004955,dsalex_5k_osrm-user-2701,31.2469657,29.9921202,,31.3227356,30.0627907,,2025-09-15T16:52:50+00:00,2025-09-15T17:27:49.700000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004956,dsalex_5k_osrm-user-3903,31.2018734,29.9104184,,31.2331989,29.9892962,,2025-09-15T16:56:19+00:00,2025-09-15T17:26:05.200000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004957,dsalex_5k_osrm-user-1032,31.2159038,29.9251413,,31.1885283,29.9049139,,2025-09-15T16:50:31+00:00,2025-09-15T17:12:33.100000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004958,dsalex_5k_osrm-user-3676,31.2556719,29.9799073,,31.1954828,29.890316,,2025-09-15T16:50:25+00:00,2025-09-15T17:28:24.900000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004959,dsalex_5k_osrm-user-3832,31.2392452,29.96397,,31.3226049,30.0634955,,2025-09-15T16:52:47+00:00,2025-09-15T17:26:28.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004960,dsalex_5k_osrm-user-3285,31.2343075,29.9639451,,31.2741556,30.0183438,,2025-09-15T17:00:43+00:00,2025-09-15T17:26:19.700000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004961,dsalex_5k_osrm-user-5212,31.2548523,29.9841443,,31.1929819,29.8944023,,2025-09-15T16:51:00+00:00,2025-09-15T17:24:35.500000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004962,dsalex_5k_osrm-user-8425,31.2234574,29.9481023,,31.2611525,29.994003,,2025-09-15T16:58:29+00:00,2025-09-15T17:18:29.100000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004963,dsalex_5k_osrm-user-9700,31.1986866,29.8935992,,31.2423423,29.9659471,,2025-09-15T16:57:04+00:00,2025-09-15T17:18:50.700000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004964,dsalex_5k_osrm-user-5606,31.2500355,29.9757494,,31.2194942,29.988426,,2025-09-15T16:46:29+00:00,2025-09-15T17:15:41.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004965,dsalex_5k_osrm-user-5452,31.2379626,29.9545486,,31.196252,29.9261892,,2025-09-15T16:55:15+00:00,2025-09-15T17:21:10.400000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004966,dsalex_5k_osrm-user-7946,31.262722646426724,30.0001172395086,,31.1988953,29.9336853,,2025-09-15T16:54:01+00:00,2025-09-15T17:31:44.300000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004967,dsalex_5k_osrm-user-6020,31.2000705,29.9016678,,31.2226989,29.9409928,,2025-09-15T16:51:59+00:00,2025-09-15T17:16:41.300000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004968,dsalex_5k_osrm-user-4748,31.2006412,29.9072007,,31.2557813,29.986729,,2025-09-15T16:36:31+00:00,2025-09-15T17:17:29.100000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004969,dsalex_5k_osrm-user-3967,31.2412802,29.9980108,,31.1902924,29.9134352,,2025-09-15T16:48:54+00:00,2025-09-15T17:27:51.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004970,dsalex_5k_osrm-user-5596,31.2211084,29.9321321,,31.2605748,29.9951796,,2025-09-15T16:45:24+00:00,2025-09-15T17:22:26.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004971,dsalex_5k_osrm-user-8725,31.2486838,29.9806902,,31.2130628,29.9203004,,2025-09-15T16:50:17+00:00,2025-09-15T17:22:33.700000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-004972,dsalex_5k_osrm-user-8641,31.207396912527827,29.919042094714783,,31.2608568,29.9997193,,2025-09-15T16:45:10+00:00,2025-09-15T17:20:52.200000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004973,dsalex_5k_osrm-user-9296,31.1969715,29.8953225,,31.2196853,29.9877253,,2025-09-15T16:47:17+00:00,2025-09-15T17:26:30.500000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-004974,dsalex_5k_osrm-user-2223,31.2234965,29.9474539,,31.2532126,29.9778179,,2025-09-15T16:50:58+00:00,2025-09-15T17:20:41.200000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-004975,dsalex_5k_osrm-user-5022,31.2729864,30.0047421,,31.2355364,29.9848789,,2025-09-15T16:52:19+00:00,2025-09-15T17:18:36.200000+00:00,5,1,True,female,alex_5k_osrm
